workerid,block_number,predicate,crit_noun,noun,class,other_noun,wrongs,nounclass,speaker_order,qud,response_other,response,block,slide_number
126,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",8
126,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.55,"""priors""",9
126,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",10
126,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",11
126,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",12
126,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",13
126,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",14
126,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",15
127,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.49,0.9,"""cover_stories""",3
127,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""who""",0.29,0.77,"""cover_stories""",4
127,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""are""",0.35,0.83,"""cover_stories""",5
127,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.49,0.77,"""cover_stories""",6
127,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",8
127,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.38,"""priors""",9
127,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",10
127,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.07,"""priors""",11
127,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.62,"""priors""",12
127,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",13
127,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.39,"""priors""",14
127,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",15
128,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.49,0.78,"""cover_stories""",3
128,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""are""",0.51,0.75,"""cover_stories""",4
128,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""who""",0.34,0.65,"""cover_stories""",5
128,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""are""",0.46,0.67,"""cover_stories""",6
128,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.61,"""priors""",8
128,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",9
128,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.61,"""priors""",10
128,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",11
128,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",12
128,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",13
128,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.57,"""priors""",14
128,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.29,"""priors""",15
129,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.5,0.8,"""cover_stories""",3
129,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""who""",0.51,0.85,"""cover_stories""",4
129,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.52,0.99,"""cover_stories""",5
129,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",1,"""political_party""","""male/female""","""are""",0.52,0.93,"""cover_stories""",6
129,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",8
129,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.17,"""priors""",9
129,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.63,"""priors""",10
129,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",11
129,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",12
129,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.33,"""priors""",13
129,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.33,"""priors""",14
129,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",15
130,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""are""",0.48,0.75,"""cover_stories""",3
130,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""who""",0.43,0.66,"""cover_stories""",4
130,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.46,0.6,"""cover_stories""",5
130,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.56,0.71,"""cover_stories""",6
130,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",8
130,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",9
130,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.56,"""priors""",10
130,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",11
130,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",12
130,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.27,"""priors""",13
130,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",14
130,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",15
131,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.84,0.88,"""cover_stories""",3
131,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""are""",0.69,0.97,"""cover_stories""",4
131,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",1,"""political_party""","""female/male""","""are""",0.56,0.52,"""cover_stories""",5
131,"""1""","""rational""","""men""",NA,NA,"""women""",1,"""gender""","""female/male""","""who""",0.77,0.63,"""cover_stories""",6
131,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.32,"""priors""",8
131,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",9
131,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",10
131,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",11
131,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.6,"""priors""",12
131,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.39,"""priors""",13
131,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.96,"""priors""",14
131,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.93,"""priors""",15
132,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",1,"""political_party""","""female/male""","""who""",0.49,0.99,"""cover_stories""",3
132,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""who""",0.47,0.82,"""cover_stories""",4
132,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.49,0.75,"""cover_stories""",5
132,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.41,0.84,"""cover_stories""",6
132,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",8
132,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",9
132,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.68,"""priors""",10
132,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.02,"""priors""",11
132,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.22,"""priors""",12
132,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.98,"""priors""",13
132,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.97,"""priors""",14
132,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.59,"""priors""",15
133,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.5,0.76,"""cover_stories""",3
133,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.47,0.78,"""cover_stories""",4
133,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.51,0.72,"""cover_stories""",5
133,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""are""",0.46,0.78,"""cover_stories""",6
133,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.81,"""priors""",8
133,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.82,"""priors""",9
133,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",10
133,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.87,"""priors""",11
133,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",12
133,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",13
133,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.8,"""priors""",14
133,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",15
134,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",1,"""political_party""","""male/female""","""who""",0.49,0.51,"""cover_stories""",3
134,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""male/female""","""who""",0.44,0.49,"""cover_stories""",4
134,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.46,0.55,"""cover_stories""",5
134,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""male/female""","""are""",0.42,0.57,"""cover_stories""",6
134,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",8
134,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.59,"""priors""",9
134,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.54,"""priors""",10
134,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",11
134,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",12
134,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",13
134,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.54,"""priors""",14
134,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",15
135,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.46,0.8,"""cover_stories""",3
135,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""male/female""","""who""",0.48,0.86,"""cover_stories""",4
135,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""are""",0.46,0.83,"""cover_stories""",5
135,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""are""",0.49,0.87,"""cover_stories""",6
135,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",8
135,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",9
135,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",10
135,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.83,"""priors""",11
135,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.88,"""priors""",12
135,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.89,"""priors""",13
135,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.9,"""priors""",14
135,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.88,"""priors""",15
136,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""male/female""","""who""",0.26,0.96,"""cover_stories""",3
136,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",1,"""political_party""","""female/male""","""are""",0.52,0.83,"""cover_stories""",4
136,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",1,"""nationality""","""female/male""","""who""",0.79,0.84,"""cover_stories""",5
136,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",1,"""age""","""male/female""","""are""",0.8,0.88,"""cover_stories""",6
136,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.94,"""priors""",8
136,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",9
136,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",10
136,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.63,"""priors""",11
136,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.59,"""priors""",12
136,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",13
136,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.63,"""priors""",14
136,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",15
137,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.48,0.77,"""cover_stories""",3
137,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""who""",0.5,0.85,"""cover_stories""",4
137,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""are""",0.45,0.86,"""cover_stories""",5
137,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""are""",0.49,0.82,"""cover_stories""",6
137,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",8
137,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.8,"""priors""",9
137,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.74,"""priors""",10
137,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.36,"""priors""",11
137,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",12
137,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",13
137,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",14
137,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",15
138,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""who""",0.5,0.94,"""cover_stories""",3
138,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""female/male""","""are""",0.49,0.85,"""cover_stories""",4
138,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",1,"""nationality""","""male/female""","""are""",0.54,0.84,"""cover_stories""",5
138,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",1,"""political_party""","""female/male""","""who""",0.51,0.97,"""cover_stories""",6
138,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",8
138,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",9
138,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.6,"""priors""",10
138,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.4,"""priors""",11
138,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",12
138,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.21,"""priors""",13
138,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.31,"""priors""",14
138,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.36,"""priors""",15
139,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""are""",0.63,0.87,"""cover_stories""",3
139,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""female/male""","""are""",0.76,0.87,"""cover_stories""",4
139,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",1,"""political_party""","""male/female""","""who""",0.72,0.74,"""cover_stories""",5
139,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""female/male""","""who""",0.64,0.87,"""cover_stories""",6
139,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",8
139,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",9
139,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",10
139,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.81,"""priors""",11
139,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",12
139,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",13
139,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",14
139,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",15
140,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""female/male""","""are""",0.57,0.86,"""cover_stories""",3
140,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""male/female""","""who""",0.66,0.74,"""cover_stories""",4
140,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""who""",0.63,0.73,"""cover_stories""",5
140,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""male/female""","""are""",0.71,0.85,"""cover_stories""",6
140,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.93,"""priors""",8
140,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.85,"""priors""",9
140,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.83,"""priors""",10
140,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",11
140,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",12
140,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.68,"""priors""",13
140,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.83,"""priors""",14
140,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",15
141,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""who""",0,1,"""cover_stories""",3
141,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""are""",0,1,"""cover_stories""",4
141,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""are""",0.11,1,"""cover_stories""",5
141,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0,0.96,"""cover_stories""",6
141,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",8
141,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.79,"""priors""",9
141,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.57,"""priors""",10
141,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.26,"""priors""",11
141,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",12
141,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",13
141,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.34,"""priors""",14
141,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",15
142,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""are""",0.52,0.51,"""cover_stories""",3
142,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""who""",0.51,0.74,"""cover_stories""",4
142,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.55,0.67,"""cover_stories""",5
142,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""are""",0.55,0.7,"""cover_stories""",6
142,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.48,"""priors""",8
142,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.11,"""priors""",9
142,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.25,"""priors""",10
142,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.29,"""priors""",11
142,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",12
142,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.36,"""priors""",13
142,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.41,"""priors""",14
142,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.54,"""priors""",15
143,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""male/female""","""who""",0.47,0.79,"""cover_stories""",3
143,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.17,0.99,"""cover_stories""",4
143,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""are""",0.51,0.79,"""cover_stories""",5
143,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""are""",0.62,0.91,"""cover_stories""",6
143,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.82,"""priors""",8
143,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",9
143,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",10
143,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",11
143,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",12
143,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.34,"""priors""",13
143,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",14
143,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",15
144,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",1,"""political_party""","""male/female""","""who""",0.34,0.47,"""cover_stories""",3
144,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""who""",0.49,0.52,"""cover_stories""",4
144,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.46,0.55,"""cover_stories""",5
144,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""are""",0.51,0.54,"""cover_stories""",6
144,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",8
144,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",9
144,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.23,"""priors""",10
144,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",11
144,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",12
144,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.25,"""priors""",13
